"","MKI67","PMEPA1","SOX9","BGN","IFI6","GPRC5A","SOX4","TIMP1","FKBP10","CDC25B","ARFGEF3","PLOD3","MET","SLC12A7","TYMP","BOP1","KPNA2","VAV2","HELZ2","RUNX1","LMNB2","LPCAT1","SH3KBP1","THEM6","RCC2","CAD","DNMT1","SLC1A5","TMEM63A","CHD7","ENTPD6","IRAK1","DKC1","PLXNA3","GTPBP4","NCAPD2","MFHAS1","PARP14","PDCD11","MTHFD2","MFSD12","ATP5PF","RAP1A","UBL3","PINK1","MXI1","GSN","CITED2","METTL7A","KAT2B","PER1","KLF4","SLC25A4","GPX3","FHL1","class"
"TCGA-IN-AB1V-11A",34730.6928498357,3816.12813819245,6929.00347636252,13490.3164024595,1056.66410561737,10031.1693810297,8410.47511092741,9356.47507034836,2623.81120820528,4958.46771183284,2163.3055675815,5565.3356103293,9227.96186831382,8421.18454443029,8999.49395358574,9067.32036577064,11562.6183719414,5883.04880424804,15218.1050075906,11152.0900876644,18809.3350422226,3373.47155340679,2770.17346607796,8071.34305000292,33502.6778081722,24456.7763094073,16121.2672330001,25324.2404231405,10366.7316307866,12297.9994724724,7143.1921464201,27123.4252516241,10634.4674683586,11923.1692998716,8995.92414241811,25620.5347500535,8535.41850179433,15650.0521588734,18359.5388351017,8085.62229467343,8092.76191700868,22536.2179012244,27976.6101206868,38014.9191240518,12879.8786927955,26420.1724516018,267336.018721194,28433.545950143,22311.319797664,29493.779866928,47142.9262796721,69572.0498458677,10231.0788064168,83862.0039498755,80956.1776594278,"no"
"TCGA-BR-7704-01A",30338.2764408218,43760.3897469288,33040.4794739521,64466.2530803641,289625.71851499,9334.69525216779,19087.022495684,99723.0765876105,4585.68196440934,41552.3156540572,4738.67586223003,18847.1942234245,6764.81126580133,38786.0205826507,31278.9821639084,11162.3520855933,11075.5177111546,13742.5734974882,21563.8696522946,6833.03827428894,19206.9366318137,10364.3028347989,19872.6668358443,14830.0706630785,15446.1812245727,9533.17382231355,12584.7818383046,15650.8622500355,9483.55417977711,5086.01335998511,22705.1214306327,23960.0848897835,9830.8916775322,8354.7073120731,5778.62087038959,10387.0451709615,8524.24109073927,14406.2362164131,2518.19685872434,7382.98931240115,10213.3764220839,7846.10597607459,11052.775374992,5021.92132170888,1627.1107781741,4050.20332203692,32172.1357295644,2429.29499917988,2811.77974373161,1798.71204194595,4304.50399003618,3150.84730106395,3901.3443944276,2873.80429690216,4052.27080714261,"yes"
"TCGA-RD-A8N2-01A",3987.69942691437,30857.0817343361,4876.02414625147,100263.551563862,12763.5667091568,12055.8354767178,6969.93241326036,117009.936794881,13300.4662648001,8678.24918121633,2308.66808926621,10996.6790805851,8712.41551657545,15662.8243096306,4036.50847742739,5500.77999281822,6447.67557277096,5012.68948768795,8980.8652943971,13871.5321558025,7580.04554467321,9820.38096322118,8278.0149670095,3899.84313599092,13100.3491576966,11982.6219009483,10913.703694713,3626.51245311796,12031.4309514613,6027.91773835892,7228.62038097941,14847.713166063,5876.60968176854,8063.25514475218,8878.36628831974,9376.21860355263,7946.11342352091,23999.4101372557,7453.14201333933,3411.75263086064,6418.39014246315,33614.7930883222,69743.2522780653,21827.407389426,11860.5992746657,21573.6003267583,329002.285888115,53143.2941985846,27757.7070267589,18811.0080677209,40809.2471339425,8893.00900347365,35264.5389956625,16536.5063138138,539383.936314418,"yes"
"TCGA-FP-8210-01A",14635.6026815319,24742.2140453074,20658.4379419214,135641.481986236,20039.2045980765,63089.4818495435,26656.4134695288,176024.987902896,13015.2000992807,8515.58846572145,6694.04804550609,10551.8265781458,14127.1081473526,20488.9397638616,14029.9291919317,5993.45557619248,8016.13383437207,7993.53407729744,16637.9411583443,26290.2974049197,9333.69967182314,10572.166359513,14303.3862525348,5564.06019177447,22889.0339651876,15424.3342034365,12807.2823341941,5979.8957219477,16161.0862840696,6678.22821555384,7024.00449879572,16425.5034418427,5057.82563330271,5613.77965733866,4302.99374700999,12640.0441318418,13329.3367226181,22764.7353012771,5914.35642643127,4325.59350408462,10637.7056550294,14133.888074475,12870.5616540031,9932.59323430089,5930.17625638351,5216.02393282513,116470.108059825,8843.28494330362,18294.5033519148,6411.55108207318,4777.58864557727,9516.75770412766,4644.25007883694,13125.9389089464,43014.1176401476,"yes"
"TCGA-BR-6564-01A",6934.26101333553,16573.5948695906,23557.3200720538,162749.548277323,122352.763319117,42097.1164594694,9728.98769904901,133262.70853359,11008.8735927275,5437.96929222345,4148.8088630835,11243.828491084,3818.01709829219,25860.4963783111,13330.5989699076,6084.09526270367,4504.33272243864,11348.9398929803,41250.0422206581,10563.6958905785,8229.60446611645,8773.71054652084,7023.91485612944,5141.18415745742,9846.46514822723,5505.982552274,5768.76105701476,7283.60184904972,9401.28744607818,2977.12588312177,5376.13905581386,20280.3175423456,3366.65637250218,4139.53432762206,2606.14446466422,6470.53424026361,7129.02625802574,18511.9727810313,5536.8976704788,1737.42964310948,8028.65619778528,15797.6254026503,15265.8853695278,6847.69868236211,10022.6813219946,6652.9334376719,181233.69745197,7880.26363040226,13828.3323730048,3459.40172711657,20169.0231168083,10344.1985513244,14338.431823384,15259.7023458868,141248.083565888,"yes"
"TCGA-HU-A4GP-01A",46598.8540305065,6784.92610615577,28418.5144936218,12391.0694050275,2205.21640057184,181834.172987835,7080.39124845151,27964.544613532,19189.8454397284,25382.3023803432,13246.6872129256,19857.7197717927,22375.3290051043,8089.89715129528,4842.85834794108,15815.0795175693,19062.1183209235,10402.8352183291,18254.2058224586,10999.9210267184,19256.017320555,3316.28844607977,11203.0533120467,10184.3141235062,12183.3204768508,13708.3514977627,11943.2550487355,12908.1334040451,10424.3795516215,8614.65555506011,12494.1744286411,24434.3517154777,11263.0696690756,6915.73098685962,10775.2444080977,16084.3836837242,9770.35514810229,9445.65126776687,9559.52845802669,7009.60272477649,8274.56286523012,12201.7870482443,9847.29919557514,13137.4266655141,1251.11021190852,1831.26832985379,33007.4574849025,2791.53004231494,6517.16082095026,2962.34582770466,4388.88846785127,65227.0079236831,1057.21121227694,1811.26287751085,6246.31777384583,"yes"
"TCGA-BR-A4QL-01A",25389.3739895522,4331.61404920023,24079.9471353548,41567.7367267989,6233.84733022623,30578.3061940077,45861.8313818961,44790.6526802533,2059.81473625892,9985.78674053393,8620.08079518193,12345.7566296175,6237.59926963654,9004.65458473847,10591.7249552986,16343.4480713003,16127.7115552076,7456.97957798654,6108.15735998093,4988.20344600408,14474.9822449671,12981.7103596646,3856.99371379631,7109.92518253308,28904.9412170105,9953.89525554631,13158.0515119491,13675.8191505715,17793.5726533842,8935.24370564778,8137.95658095739,21605.5430942569,20663.8063022696,7481.36718415354,7999.134822776,13208.7026939882,4646.77695966608,10490.4225912203,6941.08790906924,13116.7801784357,9537.42998100216,41216.9303919352,13287.4934216047,6642.80872594977,1178.10897483662,6143.80078437885,15032.1452473978,3723.79986473039,1752.15570461369,1196.86867188815,3470.54395453462,5100.76162831331,10805.5855016862,1142.46555043869,2412.49704082785,"yes"
"TCGA-BR-7704-11A",4094.51706995092,13362.9938775352,23130.9143074799,27895.1921797668,19462.1901874677,23731.6276044204,9938.23760992022,37172.8753214038,16592.1155465296,10697.7601692703,10677.0459176517,13199.5814480992,5848.32370699566,18486.3187778785,6384.59266556709,6165.94223181479,5629.67327324337,6205.06915153889,17954.6529863334,9825.4600177743,7696.49526808087,8101.57396640092,6913.95687359897,8205.14522449411,10847.3630976271,10679.3475011648,9749.50776183929,9947.44394397294,16267.5922711709,4743.56362066826,11082.1246159717,14474.6587144021,5385.70542084606,10018.7930328816,5249.91199356832,9036.01687275284,8950.8582827651,10147.6817096198,7201.65481274672,2745.78913122622,7581.41609242177,18704.9692116308,27423.3675595645,17406.8761101961,14691.0075646412,17360.8444399324,666722.712098585,44572.4663162841,31952.8839135068,12009.6627717841,139227.38987941,147722.534626565,25664.9577554934,112340.291278417,335876.9868292,"no"
"TCGA-BR-7707-01A",24137.1761407219,26122.6805121036,27802.0793232806,53051.6062702105,45153.0791921447,184116.639985129,4720.38191747175,59339.3155642489,4778.92669674585,15576.2567028692,2453.86260557444,14761.6479169696,7860.05479454279,7236.1347182788,14007.2566183233,14463.9058966613,19164.2153183819,6684.141085123,10166.7190979423,8646.22754479499,20375.2558953662,9788.68709462958,13746.3141735588,11953.171219792,25522.1783475492,7271.26158584326,11493.1765254955,17422.9263119723,14023.9836981159,4191.80619602559,9651.52504033026,15460.8398523003,8917.20623743512,1190.96808123313,6020.07601735678,18617.2398091639,5563.42673901879,19252.8688412827,7033.73705278834,9922.50373297038,14631.1766945873,11006.4185035309,4733.76358130583,2169.50224910023,4148.31578856483,3735.1569176876,16914.4230862772,1503.76447335475,1060.49685885085,627.265492222504,2979.09291106208,3582.94049157494,3072.76455790064,1548.92758879477,861.444609318905,"yes"
"TCGA-BR-7722-01A",7880.64602717262,23374.6896898011,38786.0136121362,134145.96652794,66484.4004964983,139608.65091577,47589.3028964263,109244.143171185,9595.48987402205,7212.52504788063,5364.0570051728,14558.6742916197,12395.2349301028,19537.7663515814,14940.4577083579,5395.87228990099,4998.18123079862,5809.47099136746,27109.8041168906,18809.1963313058,8882.8274961106,3556.94883261162,11431.2318028386,11727.1139508108,22986.5432161172,5959.00282958995,8669.66508843173,2494.31832269008,30469.4981841874,8752.38482872502,21138.0751734093,14103.7157200066,6305.78943312722,8434.23198144312,8014.27022303102,6770.2925901588,8625.12368981226,12853.3750301887,6328.06013243696,3101.99026099851,6910.27984296283,15999.9066898067,13324.2412441659,12465.2285565048,3493.31826315524,4785.01882311975,99343.2265637727,2335.24189904913,35913.0934011807,3232.43292838409,16076.2633731543,24599.5781518364,3725.56984167103,6992.99958325612,11329.4228917084,"yes"
"TCGA-BR-6452-01A",28603.5931353631,18153.4286287065,30940.8470713091,48052.842162895,7139.55239094784,108237.429589632,14736.5234111585,31350.49351997,4907.39725232598,6037.20932355995,14689.9455350717,14302.9908721966,6931.74340532976,12472.1220506304,13466.9777116641,10255.4928707041,17273.2262011172,8052.00104044335,12905.6545895922,13945.8938221977,18056.6899629877,11970.5141543108,15257.2401797188,17620.7688149957,28063.7674945621,10890.8628727088,9186.59032973751,18251.3615989403,19823.0663407414,4893.06559814542,10992.3787564878,24430.6931597907,7962.42820181487,3286.72602540791,4251.72407356546,17288.7521598128,9692.97544411721,11659.9949803988,7060.72829295478,9606.98551903387,10026.1864038152,8235.92393576051,5646.67174713975,6926.96618726957,4641.06734547061,3378.68747306649,29653.386804089,5397.06210349503,11780.6197364185,3352.41277373546,2527.14835383835,17434.4573106485,3766.83644045659,2980.98406955601,2439.96412423995,"yes"
"TCGA-IN-A6RR-01A",6702.77987724409,19306.3948182478,48116.6888090666,29532.6130781417,88808.2786535663,135574.17389382,34796.4423326087,84818.4610176845,5576.64460724466,5849.64709694149,17759.3807099658,9609.11888214161,15922.3014563809,11955.2340279738,9401.52323893465,9975.96597767173,14164.8479289575,3810.65975201828,14850.1979291339,17807.7249008496,9478.30518916188,3790.75332047788,14346.8495887554,10519.1271811311,21754.8858977163,5633.5201259315,8460.23340466745,24652.6935748108,16485.3690913806,6935.96950386013,10066.9668075707,15399.0466844619,15626.5487592093,5988.99211772425,7752.13319701629,7078.15830057724,4658.10498045219,10052.747927899,3725.34647398802,8764.51742964204,6847.81244989553,14130.7226177454,18410.6053989301,17372.6271828953,2186.863693509,2730.02489696832,64966.061220043,2695.89958575621,13604.6240698921,1888.26722040309,11042.38195305,31031.2829955399,2829.55705467029,5915.05394343136,4348.13340360892,"yes"
"TCGA-HU-A4GQ-01A",39832.8940901934,22019.9930942912,32733.6337063293,47895.1037309895,52386.0998344395,130690.476996405,11042.3715652666,59370.8024618755,4112.45743003539,8213.29305869401,10134.2108005394,8472.29320366193,25104.7512311527,10120.9287418231,12365.5966648783,6880.10641504508,14140.4117608443,2761.00795565153,12614.635265809,12128.1798653244,9275.85775599827,5724.56730672669,1771.49458128694,6614.46524071901,15506.803551284,10648.8905757961,11467.3974441883,14763.008263171,24526.9816769935,9338.94753490071,14381.1490750773,12254.3594231293,9745.7105830875,2737.764352898,7816.49155454445,14464.1619420542,14318.0592961749,29132.5355368716,5749.47116681976,10504.4481872563,5918.81741545263,11968.7951607288,10562.5571941401,5429.04150028895,1499.21237760273,5908.8558714154,21070.3258960755,5505.41333790769,2794.21310244229,4407.98323647314,4670.30389612012,4220.37415710535,3433.41217816439,3182.71331989416,19420.0301005749,"yes"
"TCGA-D7-5577-01A",27856.0443938955,41521.801008496,28473.0134277779,35640.1728666765,44716.2817902007,86339.119539437,26766.1374246329,100770.175722198,2783.88466507908,19577.4808068534,5827.88519461728,13222.9147296536,10200.4113789963,19826.8480818721,55746.4842740005,7420.82614969342,19536.6361669797,4916.40481006629,23313.6904963572,19420.5514010227,15374.7823356336,6889.8458313347,9561.945166233,16628.0678643912,23861.8685578207,9832.80962013259,12414.620803731,19040.0513348304,13431.4373647985,3297.66724033305,8966.47331123153,13401.3413143652,6371.76382030454,3923.23514576781,4047.91878327714,10316.4961449533,9701.67682895898,18816.4806744689,6143.8937241668,6406.15930651402,14035.5080913524,15282.3444664457,8173.2274105256,6017.06036876937,2721.54284632441,1530.59913632147,39157.1113315949,5782.74111896735,5653.75804568183,1635.93531283798,3742.65884316809,12530.705569688,629.867341210942,5365.69584867751,2495.82246807476,"yes"
"TCGA-IN-A7NR-01A",17931.1733110995,44669.9493719242,34348.3341913793,39930.4321971842,77385.7832031153,102268.2483705,25191.8503162914,89734.85850841,12256.918026897,5220.05155495665,9419.79038479568,9939.82074146853,33189.7855486651,8998.49996926324,15370.5175041914,6990.78783274145,15054.5496925421,5279.2955196409,18681.5968637667,21610.8817842657,8603.54020470157,2823.96231661589,8090.09251077141,10229.4579021471,21696.4563999207,9926.65541598315,8386.31233419266,19254.2885223811,15989.2878020047,7385.74759730311,6582.66274269439,9577.77429062034,5299.04350786899,7675.38475798166,6957.87451902797,14330.4567908457,4193.15616709633,15396.8481551622,5048.9023236466,6200.86830361812,6154.78966441926,14639.8419397523,9149.90121234521,10236.0405648898,3396.65397523031,4212.90415532441,66307.1618071606,5015.98900993313,11901.4542387915,5621.59398226101,10861.3935254458,28180.3792014747,2461.9158657677,19497.8470438608,13296.9787402427,"yes"
"TCGA-BR-4370-01A",26934.4289822987,21546.3209307044,33155.7076172964,99662.6836734216,19099.7735696591,242908.948353974,17633.0674081665,122755.157349366,13866.4845017779,8895.98028783076,12577.005334799,20413.6978393295,32408.0948933134,22348.9351357434,12350.8881349022,3990.66301439443,13658.7011288998,6968.89135898077,10643.8051302761,31754.1883963146,5188.47304628004,5555.14958665319,11010.4816706492,3538.42861460088,13776.8524585756,6374.06052681989,9792.30071985401,5306.62437595584,40030.892749293,6241.64955390736,16046.1728251071,10623.4342113665,6854.81421308691,10613.2487519117,6469.8038456951,13958.1536368712,9419.51290380798,24707.8875454773,4174.001284581,7272.4180507341,4783.09175997862,8394.85568265413,14436.8702312472,12511.8183942882,4116.96271163407,5952.38250539077,57696.5536277148,5280.14218137333,4648.64369517513,8957.09304455962,10873.9965139548,7445.57086146587,4603.82767357397,11798.8362324515,14216.8643070233,"yes"
"TCGA-BR-4191-01A",15562.5202505896,21891.2784858293,19237.5805882843,48497.4242179483,40596.2750477601,76927.2667675809,7935.73254852285,73817.0682760186,17801.2176081188,12429.2661734709,8655.06681788343,17833.4954278978,19890.0536595313,21381.7500450322,13084.0448032734,4096.97755337743,21448.6112431459,8263.12186342414,8244.677394979,17234.0502034307,8399.14981820707,4975.39536307737,10238.9855456101,18649.6631565954,12595.2663894771,5821.53535299831,9743.29045614688,12456.9328761386,21065.8885229091,2994.92056378012,11903.5988227843,13111.7115059412,7405.45408072498,4424.36686827872,3834.14387803414,12051.1545703454,5768.50750621853,11525.4872196588,2679.05904165705,10102.9575908272,6206.56363179068,7048.09250460033,15138.2974763513,10766.9584548523,1936.66918674003,2381.64198797911,48308.3684163856,4885.4785794073,13685.7955862962,5863.03540699989,9491.98457358181,10905.2919681909,1853.66907873689,9083.90070923301,6059.00788422953,"yes"
"TCGA-B7-A5TN-01A",13080.5005012367,96655.360288219,83728.2502093583,288943.478048817,136136.64452116,174847.450425616,38469.2600669205,92244.0633136814,24225.10808559,10120.2416602101,12001.4782196951,22167.5606957877,17121.544732108,12098.4491763696,14868.2923206536,9413.23523063791,12364.6785301487,12227.1560825012,12787.8245229101,27968.1870132252,10739.0926746236,5104.19853768435,16932.8921436686,20316.2969774566,27426.9127641512,8089.14089495537,7398.00244011176,9517.25862052509,15681.0852484161,3940.54705759051,20457.3456417104,56038.6343080344,15649.349298959,17569.3742411138,7147.64106106127,11738.7750825224,7865.22614045247,16590.8491328531,6297.82285893213,4390.13967489949,10948.9025627012,9675.93836781061,10338.8670898035,14520.9599849286,3198.27846195489,5663.10386979003,85306.2321406977,4123.91032112045,9926.29974686111,2813.92085186329,14945.8690859932,21284.2434358983,2406.64283383045,3901.75867492072,5342.21815861264,"yes"
"TCGA-ZQ-A9CR-01A",14411.3868098156,36002.0957267607,18738.3893492581,181141.279882532,77886.045709965,35603.3617043547,21848.0927832601,187843.808925832,40333.3176738477,22782.6915765185,4803.79560327185,25662.4372938949,10135.0171621071,13708.855437005,11770.0376243538,6580.16622160953,16097.0401637963,7964.13192900801,8227.84490678973,15871.3018548152,9430.37608547438,10322.7808022877,9495.77690396425,3672.99435454383,16411.3860333121,6487.33925343036,8073.83652776521,19656.1105119384,8571.7266298171,6257.3815368047,11464.130570127,12430.3749207193,16495.7741862023,6852.31801468027,7236.28411033046,8337.54950554693,13099.1510323737,14354.4248066147,4696.20070833691,15639.2344343673,8516.8743304385,10643.4557832703,11696.1979905749,6170.8836800923,1094.93628374971,2675.10444661779,34658.214391985,6647.67674392165,4592.82522104647,1732.06683807035,10067.506639795,4898.73227527327,780.590414233898,6327.00176293908,5219.40725625584,"yes"
"TCGA-HU-A4H5-01A",57201.5319478235,54091.2969350816,75154.6937517102,45445.5425288756,57104.8467395622,49580.8737255923,40215.2222265495,38725.3381137042,3562.20923931258,14230.1988448144,19618.9431028458,8624.78652971561,4289.09562431292,40273.4663279117,5119.656509738,5205.85777975406,20175.7567118685,11484.5719066,8719.14197392239,25782.3339089946,11180.5376974893,10972.0238146126,3270.98873250155,7491.35631720707,13441.5737123701,5853.5321869018,14430.5585535004,72037.4694468049,36307.0430251454,6992.78680954657,18794.206627557,32383.7203573871,21954.5315674703,11170.0537592441,5005.49807106807,20699.9536241284,22027.9191351867,16195.3548247753,4474.31186664474,8392.97500629403,4632.73582234995,7822.1828129444,7207.1251025595,7123.25359659792,2524.29935303805,5082.38028486618,20008.0136999454,3844.11068990566,4191.24553402442,1106.63792588193,4912.30750888854,10870.6790782423,1553.95262434368,2979.76822569051,1820.71060858259,"yes"
"TCGA-BR-A4PF-01A",77004.4921756926,10222.4834033985,18870.2649109818,20071.4328687199,5124.84377787573,37584.6291027101,14953.9132857084,61799.4636374954,6746.62978353261,29740.416403091,12907.3239779247,79291.7336004448,11114.9888632858,22224.7461588114,17860.5723332664,6396.11474360032,11608.8488598471,7469.63244798997,31023.196817888,7972.90926651962,16855.0650097591,6564.57122547823,13908.6460472238,11937.3913151867,18951.8773680407,11990.7533063405,12447.9923285806,10131.4541243713,14687.1033299391,11004.0796267699,11764.7495791006,41649.5572523727,12473.1038538294,16903.1954331528,12553.6699973363,15994.995269985,12252.3316943497,35233.5625512837,9814.4211181042,9062.12167418982,6024.67343262729,12700.1538946214,7742.72028507154,6748.72241063668,1461.70003219526,3181.83951174359,17219.1821258679,1833.14134316829,1253.48363533996,1452.28321022693,4280.46874138212,5502.56297016098,2793.65718393798,1846.74341934477,862.162366878237,"yes"
"TCGA-BR-A4J6-01A",5628.10766985702,23249.7127841793,57868.2030614699,100182.192559345,127634.225737017,128848.020957817,29787.6978606632,124338.030678371,4922.71817523494,2056.13533538776,28680.8366855914,13627.5247046138,8717.93878060852,15522.3209534657,10654.0078190393,5778.19054105321,6836.27478298632,8883.02993892433,12826.4573796041,23005.8281184855,4290.494080321,7117.68016647918,10759.0658288767,9792.90734555121,17098.1911010256,8635.39320145062,4930.22231879475,20263.0636473752,15704.296434791,4102.89049132577,13905.1780163267,17529.6793557147,7759.28444084288,6522.97678936428,7761.16047673283,8481.55825847453,5633.73577752687,10299.4370358383,5239.76824063688,10139.9739851924,13017.8130403793,21837.0577590452,9040.61695368032,12678.2505442979,4896.45367277561,8946.81515918271,46411.2518815309,9772.27095076173,11203.6863347954,3450.03000162235,6451.68742554609,6922.57243392413,3369.3604583544,5269.78481487612,11325.6286676423,"yes"
"TCGA-BR-8677-01A",34225.8653801855,31369.6061110478,26337.8390212989,188214.739851612,26488.4733843772,90377.7210322818,40865.3646143273,121446.058417173,10179.4067664809,25176.2163367916,3227.05154748427,16004.9010770652,24686.6546567872,21178.6120858685,57753.79416714,7366.59971746186,12612.7310931297,7326.04431201771,46719.8270716574,23258.5250222183,10179.4067664809,6819.10174396587,12224.5579267358,6097.79488999497,13562.8863063926,8371.79440954179,13748.2824455659,13203.6812867445,13125.4672905307,6972.63292171871,12995.1106301746,39202.5929911173,10981.8244313401,11529.3224048361,8447.11159108092,11648.091806494,6367.19865473109,35717.7249375952,7091.40232337657,6086.20763129664,10228.6526159488,11207.7759759575,8192.19189971771,4875.33909732139,2789.6325316224,2334.83262771304,77365.2295140597,5474.97973495985,9956.35203653811,2723.00579410702,11934.8764592776,11158.5301264896,1468.68504001304,71626.6396437129,16732.0015603853,"yes"
"TCGA-BR-6565-01A",34592.7255738578,15037.771906397,16625.6803885471,55792.6967127391,13303.6086956278,33446.3670819196,18553.4570019644,40012.507945828,4978.23238175832,25231.0300400588,4409.92829340986,20809.9585292303,11893.9916921752,9981.53700270848,19442.1285910975,15859.5841910185,14601.7935248944,6468.6377114957,20470.0903979631,9514.91477330472,14468.0749158712,1958.42046131847,12972.0979774245,22729.3777295837,20025.7546033966,13589.1536419793,21354.5832805643,21647.0927378025,15906.9428650476,9482.87802322625,17135.4825854479,26054.2352268577,10973.2833529636,5644.0396225195,8810.10627157844,16815.1150846632,7886.6121280122,15324.7097549259,7050.8708216174,8928.50295665104,9214.04790300259,6064.69608007155,5985.30065596404,3540.75733475927,2136.71194001602,3088.06412712876,32401.6904489261,3535.18572604998,1879.02503721096,1424.93892740312,4235.81552124428,3065.77769229157,2128.35452695207,5304.17149125229,13243.7139020028,"yes"
"TCGA-RD-A8MV-01A",32620.6077830962,10331.6874543833,36657.5451204846,13744.3355691419,63121.0256503605,213030.220451798,10150.1848369414,37176.1240274614,12990.401619768,17290.61747916,7840.51416663719,19131.5725989275,16201.6017745088,27289.2177125235,15653.1048536679,6272.81024016127,13493.0242526839,8873.68291207552,22653.9200978543,11687.9707495533,12108.8174779075,13606.7127053673,8175.59592191449,11985.1563539361,12017.0689020578,8375.04934767478,10762.5068540255,10762.5068540255,22947.1166337219,4758.95873864064,15722.913552684,18253.9775255822,5965.65196449042,5824.04003220061,7467.53626046544,12848.7896874782,5979.61370429364,39023.0627500017,7700.89676860498,4312.18306493758,9318.46405152098,9312.48044874817,8018.02771556385,6921.03387388223,1216.6658971378,1637.51262549202,26716.7863805915,4248.35796869428,5698.38437397162,3173.30400384629,6278.79384293408,20222.5828378363,1226.63856842581,3207.21108622554,4174.56020116297,"yes"
"TCGA-BR-A4J8-01A",16220.5110095949,26592.504269423,34238.8341842266,118063.836455284,62834.9824229125,46144.917609927,24564.7393856024,95869.3789402227,4853.12800901728,18975.1194520888,6925.9186000124,23474.4740475925,13118.5613974695,16799.4129589806,10683.9570881083,4348.19686427525,8540.41181441046,5364.49139764136,18270.7887470027,10486.1655887348,13155.5467997914,4082.86680414011,9167.55559291169,7295.77262323107,17494.0952982435,10368.7771378871,10375.2093817692,8794.48544775198,51768.3068238215,6482.09377214998,21213.540323047,14696.0692095457,7355.27087914017,7615.77675636376,7713.86847556523,10759.5359537225,8886.14492307139,11524.9729756881,5287.30447105659,4673.02518031948,9781.8348836488,11283.7638301107,13292.2319822852,7988.84690152347,2783.55353996319,3225.77030685509,65264.7625493622,4245.28096216223,12161.7651200125,1942.53765238332,11077.9320258847,5830.829079091,2974.91279545459,5819.57265229739,30606.224451831,"yes"
"TCGA-BR-8591-01A",31800.8712767536,11221.4930971204,22793.6222776244,38662.1819084209,15190.0560408722,115401.393300395,13009.9648081456,27855.0769098449,4216.74043134156,7310.99002431845,8356.0677014166,11265.8918219644,10527.0515034059,9961.25236885494,14290.6972555698,8929.83583786264,13408.4149028998,9289.57935198358,16425.2513346102,10565.7580840392,18853.5200549265,19588.9450869585,9750.64303305629,18228.5226205835,27938.1822153222,11730.3707895636,15200.3019004516,18993.5468025115,17734.4445030883,8327.60698036273,11152.0489377489,18735.1234553424,8533.66260079276,982.464090779635,6162.3153225842,17053.6640554797,12803.9091877156,29403.3401351755,6344.46393732898,12907.5062123517,10723.9996930987,8009.98533340152,6794.14332998014,4411.41176335004,3265.01391930011,3158.00160813755,19736.9408364386,3081.72687571318,3021.39014707897,3595.15828352502,3944.65593806655,7769.77684770685,4031.17653007032,2165.29165777852,3419.84024183317,"yes"
"TCGA-BR-8291-01A",13331.5429040107,14316.6517310656,20420.7729600306,111121.855024575,25857.6260857001,60064.0001265403,20934.0561164119,184483.837233363,24527.0382110809,7693.32484776097,15761.7412328775,11848.9442484633,11835.1250865607,24207.2233213356,13888.2577120858,3480.4546334623,6307.46032553151,5069.65825225819,16736.9792300019,23508.3685622627,8267.80714971078,10705.9021425219,9509.55755495627,7797.9556450233,22189.62568356,10911.2154050744,9768.17329913299,6394.32362891911,27359.9664011083,4739.97253258252,14727.2782561706,17773.4163726949,5184.15987945094,7744.65316339909,6033.05125346613,11209.3144689727,13055.1596659593,12472.7807000651,4627.44507137585,4355.01016529656,8469.17208029113,10234.0764718483,8931.12692103429,13126.2296414582,4041.11777350955,2481.52664450488,74842.606698349,5707.31386576263,9272.65763662645,3146.82058181447,22572.6138848599,13232.8346047066,1693.83441605823,9187.76849922493,20254.9430171998,"yes"
"TCGA-BR-8690-01A",14168.0479829971,101860.505620558,27307.2600272694,116126.264279299,62230.2050758253,61919.8299881653,62207.2143285912,104010.140486943,9029.61597618191,10271.1163268218,2040.42881702392,9454.94480001225,11024.0632987377,6305.21242894434,24967.9514962026,13679.494604273,7857.08786724422,5908.62203915659,15581.9789378925,9610.13234384224,6356.941610221,1488.65088340618,10874.6234417162,5581.00389107106,14794.5458451256,3879.68859574971,8575.54871830898,19519.1444017274,13495.5686264005,44699.7603098452,8495.08110298973,8259.42594384049,12633.4156051228,6879.98110979615,5655.7238195818,7592.69427405239,6891.47648341318,18840.9173583223,6707.55050554061,9351.48643745893,7391.52523575426,10345.8362553326,11150.5124085251,4201.55905702672,770.190032341423,4741.84161702742,23939.1155574778,3379.63984340863,5799.41598979475,1551.87543829988,4092.35300766488,4954.50602894259,3448.61208511085,8334.14587235122,8058.25690554236,"yes"
